ID,Type,SKU,Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_is_cornerstone,Meta: _yoast_wpseo_content_score,Meta: _download_type,Meta: _yoast_wpseo_focuskw_text_input,Meta: _yoast_wpseo_focuskw,Meta: _yoast_wpseo_linkdex,Meta: _yoast_wpseo_title,Meta: _yoast_wpseo_metadesc,Meta: _wpas_done_all
1191,simple,,gw60009H,1,0,visible,STRAIGHT PLUG HP - IP44/IP54 - 3P+N+E 16A 380-415V 50/60HZ - RED - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW60009H.pdf"">Click on link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Plugs - Indoor,"Gewiss Plugs, gw60009H",,https://www.derrywood.com/wp-content/uploads/2017/07/GW60009H.jpg,,,,,,,,,0,203,,30,,,,,,,
1194,simple,,gw60012H,1,0,visible,"STRAIGHT PLUG HP - IP44/IP54 - 2P+E 32A 100-130V 50/60HZ - YELLOW - 4H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW60012H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Plugs - Indoor,"Gewiss Plugs, gw600012H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw60001h.jpg,,,,,,,,,0,203,,30,,,,,,,
1196,simple,,gw60015H,1,0,visible,"STRAIGHT PLUG HP - IP44/IP54 - 2P+E 32A 200-250V 50/60HZ - BLUE - 6H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW60015H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,"Gewiss Power Range, Gewiss Power Range > IP 44 Plugs - Indoor","220v plug, 32a plug, gewiss plug, Gewiss Plugs, gw600015H, industrial plugs, IP44 plug",,https://www.derrywood.com/wp-content/uploads/2017/07/gw60004H.jpg,,,,,,,,,0,203,,30,,,,,,,
1198,simple,,gw60019H,1,0,visible,STRAIGHT PLUG HP - IP44/IP54 - 3P+E 32A 380-415V 50/60HZ - RED - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW60019H.pdf"">GW60019H</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Plugs - Indoor,"Gewiss Plugs, gw60019H",,https://www.derrywood.com/wp-content/uploads/2017/07/GW60009H.jpg,,,,,,,,,0,203,,30,,,,,,,
1200,simple,,gw60020H,1,0,visible,STRAIGHT PLUG HP - IP44/IP54 - 3P+N+E 32A 380-415V 50/60HZ - RED - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/60020H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Plugs - Indoor,"Gewiss Plugs, gw60020H",,https://www.derrywood.com/wp-content/uploads/2017/07/GW60009H.jpg,,,,,,,,,0,203,,30,,,,,,,
1203,simple,,gw62201H,1,0,visible,10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP44/IP54 - 2P+E 16A 100-130V 50/60HZ - YELLOW - 4H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62201H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Panel Sockets,"gw62201H, panel socket",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62201h.jpg,,,,,,,,,0,212,,30,,,,,,,
1206,simple,,gw62205H,1,0,visible,10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP44/IP54 - 2P+E 16A 200-250V 50/60HZ - BLUE - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62205H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Panel Sockets,"gewiss sockets, gw62201H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62205h.jpg,,,,,,,,,0,212,,30,,,,,,,
1209,simple,,gw62209H,1,0,visible,"10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP44/IP54 - 3P+E 16A 380-415V 50/60HZ - RED - 6H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW60009H-1.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Panel Sockets,"4 pin socket, gewiss panel sockets, gw62209H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw2210H.jpg,,,,,,,,,0,212,,30,,,,,,,
1212,simple,,gw62210H,1,0,visible,"10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP44/IP54 - 3P+N+E 16A 380-415V 50/60HZ - RED - 6H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62210H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Panel Sockets,"gewiss panel sockets, gw62210H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw2210H.jpg,,,,,,,,,0,212,,30,,,,,,,
1214,simple,,gw62213H,1,0,visible,"10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP44/IP54 - 2P+E 32A 100-130V 50/60HZ - YELLOW - 4H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62213H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Panel Sockets,"gewiss panel sockets, gw62213H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62201h.jpg,,,,,,,,,0,212,,30,,,,,,,
1216,simple,,gw62216H,1,0,visible,10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP44/IP54 - 2P+E 32A 100-130V 50/60HZ - YELLOW - 4H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62216H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Panel Sockets,"gewiss panel sockets, gw62216H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62205h.jpg,,,,,,,,,0,212,,30,,,,,,,
1218,simple,,gw62220H,1,0,visible,"10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP44/IP54 - 3P+E 32A 380-415V 50/60HZ - RED - 6H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62220H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Panel Sockets,"4 pin socket, gewiss panel sockets, gw62220H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw2210H.jpg,,,,,,,,,0,212,,30,,,,,,,
1220,simple,,gw62219H,1,0,visible,"10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP44/IP54 - 2P+E 32A 380-415V 50/60HZ - RED - 9H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW60019H-1.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Panel Sockets,"4 pin 32 amp, gewiss panel sockets, gewiss sockets, gw62219H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw2210H.jpg,,,,,,,,,0,212,,30,,,,,,,
1222,simple,,gw62221H,1,0,visible,10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP44/IP54 - 3P+N+E 32A 380-415V 50/60HZ - RED - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62221H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Panel Sockets,"gewiss panel sockets, gw62221H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw2210H.jpg,,,,,,,,,0,212,,30,,,,,,,
1227,simple,,gw62224H,1,0,visible,10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP66/IP67 - 2P+E 16A 100-130V 50/60HZ - YELLOW - 4H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62224H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Panel Sockets,"gewiss panel sockets, IP 67 panel sockets",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62224H.jpg,,,,,,,,,0,226,,30,,,,,,,
1230,simple,,gw62227H,1,0,visible,"10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP66/IP67 - 2P+E 16A 200-250V 50/60HZ - BLUE - 6H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62227H.pdf"">Click on the link for specifcation</a>",,,taxable,,1,,,0,0,,,,,0,,,0,Gewiss Power Range > IP 67 Panel Sockets,"gewiss panel sockets, gw2227H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw22227H.jpg,,,,,,,,,0,226,,30,,,,,,,
1233,simple,,gw62231H,1,0,visible,"10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP66/IP67 - 3P+E 16A 380-415V 50/60HZ - RED - 6H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62231H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Panel Sockets,"gewiss panel sockets, gw62231H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62231H.jpg,,,,,,,,,0,226,,30,,,,,,,
1236,simple,,gw62232H,1,0,visible,10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP66/IP67 - 3P+N+E 16A 380-415V 50/60HZ - RED - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62232H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Panel Sockets,"gewiss panel sockets, gw62232H",,https://www.derrywood.com/wp-content/uploads/2017/07/GW62243H.jpg,,,,,,,,,0,226,,30,,,,,,,
1238,simple,,gw62235H,1,0,visible,10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP66/IP67 - 2P+E 32A 100-130V 50/60HZ - YELLOW - 4H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/gw62235h.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Panel Sockets,"gewiss panel sockets, gw62236H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62224H.jpg,,,,,,,,,0,226,,30,,,,,,,
1240,simple,,gw62238H,1,0,visible,10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP66/IP67 - 2P+E 32A 200-250V 50/60HZ - BLUE - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62238H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Panel Sockets,"gewiss panel sockets, gw62238H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw22227H.jpg,,,,,,,,,0,226,,30,,,,,,,
1242,simple,,gw62242H,1,0,visible,10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP66/IP67 - 3P+E 32A 380-415V 50/60HZ - RED - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62242H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Panel Sockets,"gewiss panel sockets, gw62242H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62231H.jpg,,,,,,,,,0,226,,30,,,,,,,
1244,simple,,gw62243H,1,0,visible,10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP66/IP67 - 3P+N+E 32A 380-415V 50/60HZ - RED - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62243H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Panel Sockets,"gewiss panel sockets, gw62243H",,https://www.derrywood.com/wp-content/uploads/2017/07/GW62243H.jpg,,,,,,,,,0,226,,30,,,,,,,
1246,simple,,gw63249H,1,0,visible,10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP66/IP67 - 2P and E - 63A - 200-250V 50/60 HZ - BLUE - 6H - MANTLE TERMINAL,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/gw63249H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Panel Sockets,"gewiss panel sockets, gw63249H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw22227H.jpg,,,,,,,,,0,226,,30,,,,,,,
1248,simple,,gw63253H,1,0,visible,10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP66/IP67 - 3P+E 63A 380-415V 50/60HZ - RED - 6H - MANTLE TERMINAL,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW63253H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Panel Sockets,"gewiss panel sockets, gw63253H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw63253H.jpg,,,,,,,,,0,226,,30,,,,,,,
1251,simple,,gw63254H,1,0,visible,"10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP66/IP67 - 3P+N+E 63A 346-415V 50/60HZ - RED - 6H - MANTLE TERMINAL
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW63254H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Panel Sockets,"gewiss panel sockets, gw63254H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw63253H.jpg,,,,,,,,,0,226,,30,,,,,,,
1253,simple,,gw62261H,1,0,visible,"10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP66/IP67 - 3P+E 125A 380-415V 50/60HZ - RED - 6H - MANTLE TERMINAL
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62261H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Panel Sockets,"gewiss panel sockets, gw62261H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw63253H.jpg,,,,,,,,,0,226,,30,,,,,,,
1255,simple,,gw62260H,1,0,visible,"10° ANGLED FLUSH-MOUNTING SOCKET-OUTLET HP - IP66/IP67 - 3P+N+E 125A 200-250V 50/60HZ - BLUE - 9H - MANTLE TERMINAL
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/gw62260H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Panel Sockets,"gewiss panel sockets, gw62260H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw63253H.jpg,,,,,,,,,0,226,,30,,,,,,,
1260,simple,,gw62001H,1,0,visible,"STRAIGHT CONNECTOR HP - IP44/IP54 - 2P+E 16A 100-130V 50/60HZ - YELLOW - 4H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62001H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Couplers,"gewiss couplers, gw62001H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62001h.jpg,,,,,,,,,0,240,,30,,,,,,,
1263,simple,,gw62004H,1,0,visible,STRAIGHT CONNECTOR HP - IP44/IP54 - 2P+E 16A 200-250V 50/60HZ - BLUE - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62004H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Couplers,"220V socket, 220V trailing socket, gewiss couplers, gw62004H, industrial socket, IP 44 socket",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62004H.jpg,,,,,,,,,0,240,,30,,,,,,,
1266,simple,,gw62008H,1,0,visible,STRAIGHT CONNECTOR HP - IP44/IP54 - 3P+E 16A 380-415V 50/60HZ - RED - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62008H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Couplers,"gewiss couplers, gw62008H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62008H.jpg,,,,,,,,,0,240,,30,,,,,,,
1270,simple,,gw62009H,1,0,visible,STRAIGHT CONNECTOR HP - IP44/IP54 - 3P+N+E 16A 380-415V 50/60HZ - RED - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62009H.pdf"">Click on the link for specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Couplers,gw62009H,,https://www.derrywood.com/wp-content/uploads/2017/07/gw62009H.jpg,,,,,,,,,0,240,,30,,,,,,,
1273,simple,,gw62012H,1,0,visible,STRAIGHT CONNECTOR HP - IP44/IP54 - 2P+E 32A 100-130V 50/60HZ - YELLOW - 4H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62012H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Couplers,gw62012H,,https://www.derrywood.com/wp-content/uploads/2017/07/gw62012H.jpg,,,,,,,,,0,240,,30,,,,,,,
1276,simple,,gw62015H,1,0,visible,"STRAIGHT CONNECTOR HP - IP44/IP54 - 2P+E 32A 200-250V 50/60HZ - BLUE - 6H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62015H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Couplers,"gewiss couplers, gw62015H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62015h.jpg,,,,,,,,,0,240,,30,,,,,,,
1279,simple,,gw62019H,1,0,visible,STRAIGHT CONNECTOR HP - IP44/IP54 - 3P+E 32A 380-415V 50/60HZ - RED - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62019H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Couplers,"3P and Earth, gewiss couplers, gw62019H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62009H.jpg,,,,,,,,,0,240,,30,,,,,,,
1281,simple,,gw62020H,1,0,visible,"STRAIGHT CONNECTOR HP - IP44/IP54 - 3P+N+E 32A 380-415V 50/60HZ - RED - 6H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/07/GW62020H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 44 Couplers,"gewiss couplers, gw62020H",,https://www.derrywood.com/wp-content/uploads/2017/07/gw62009H.jpg,,,,,,,,,0,240,,30,,,,,,,
1284,simple,,Intelux UGR <19,1,0,visible,"Flat Panel LED - 40 watt 
\n600 x 600 x 90 ","<a href=""http://www.derrywood.com/wp-content/uploads/2017/08/Intelux-LED-Panel-Lighting.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,HILCLARE LIGHTING RANGE,"LED PANEL LIGHTING, UGR&lt;19",,https://www.derrywood.com/wp-content/uploads/2017/08/Artboard-1.png,,,,,,,,,0,48,,30,,,,,,,
1289,simple,,gw62023H,1,0,visible,STRAIGHT CONNECTOR HP - IP66/IP67/IP68/IP69 - 2P+E 16A 100-130V 50/60HZ - YELLOW - 4H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/08/GW62023H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Couplers,"Gewiss IP67 couplers, gw62023H",,https://www.derrywood.com/wp-content/uploads/2017/08/gw62023h-1.jpg,,,,,,,,,0,253,,30,,,,,,,
1292,simple,gw62026H,gw62026H,1,0,visible,"STRAIGHT CONNECTOR HP - IP66/IP67/IP68/IP69 - 2P+E 16A 200-250V 50/60HZ - BLUE - 6H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/08/GW62026H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Couplers,"220V socket, coupler, Gewiss, gewiss coupler, Gewiss IP67 couplers, gewiss socket, gw62026H, trailing socket",,https://www.derrywood.com/wp-content/uploads/2017/08/gw62026H.jpg,,,,,,,,,0,253,,30,,,,,,,
1295,simple,,gw62030H,1,0,visible,"STRAIGHT CONNECTOR HP - IP66/IP67/IP68/IP69 - 3P+E 16A 380-415V 50/60HZ - RED - 6H - SCREW WIRING
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/08/GW62030H.pdf"">Click on the link for product specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > IP 67 Couplers,"16 amp socket, 4 pin socket, Gewiss IP67 couplers, gw62030H, industrial sockets",,https://www.derrywood.com/wp-content/uploads/2017/08/gw62030H.jpg,,,,,,,,,0,253,,30,,,,,,,
1298,simple,"Aluminium Profile, LED Strip Lighting",Aluminium Profile - Slimline,1,0,visible,"Aluminium Profile - Prices are per meter
\n
\nThe Aluminum Profile from Intelux is an anodized aluminum extrusion. The profile can be used in conjunction with LED strip lighting. They are available in 3 meter lengths and can be easily cut to any size. The profiles come complete with metal mounting brackets and plastic end caps, the cover is a milky PC light diffusion.
\n
\nSize: 17.5 x 15 mm profile
\n
\n
\n ","<strong>PRICES ARE PER METER WITH A MINIMUM ORDER OF 3 METERS</strong>
\n
\nLED Aluminium Profile 
\nMaterial: Anodized Aluminum Extrusion
\nCover: Milky
\nLength: 3 meter long
\nMounting: Metal Mounting Clips
\nEndcaps: Plastic endcaps",,,taxable,,1,,,0,0,,,,,0,,,,LED Strip Lighting,"Aluminium profile, led lighting, Recessed LED lighing, Surface mounted profile",,"https://www.derrywood.com/wp-content/uploads/2017/08/led-profile-17.jpg, https://www.derrywood.com/wp-content/uploads/2017/08/profile-lighting.jpg",,,,,,,,,0,23,,30,,,,,,,
1320,simple,,Led Round Panel,1,0,visible,"Intelux Recessed LED Panel Light 
\n","<a href=""http://www.derrywood.com/wp-content/uploads/2017/09/LED-12w-panel.pdf"">LED 12w panel specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,HILCLARE LIGHTING RANGE,"12 watt LED Panel, led lighting, LED PANEL LIGHTING",,https://www.derrywood.com/wp-content/uploads/2017/09/led-circle-light.jpg,,,,,,,,,0,48,,30,,,,,,,
1326,simple,,PEND LED,1,1,visible,"A unique new patented product revolutionising the domestic lighting market with guaranteed compliance, quality and long life efficiency. Pendant LED was designed in the UK and provides a superior solution to existing pendant lights currently available, such as incandescent and PL.","<a href=""http://www.derrywood.com/wp-content/uploads/2017/09/PENDANT-LED-002.pdf"">PENDANT LED Specification </a>",,,taxable,,1,,,0,0,,,,,0,,,,HILCLARE LIGHTING RANGE,"7 watt LED Pendant Light, Pendant LED",,https://www.derrywood.com/wp-content/uploads/2017/09/1Pend-led_pd-650x650.jpg,,,,,,,,,0,48,,30,,,,,,,
1328,simple,,50 watt Linear Low Bay,1,1,visible,"50 watt Linear low bay - High Efficiency LED, Epistar 5630 SMD with aluminium housing   ","<a href=""http://www.derrywood.com/wp-content/uploads/2017/09/50-and-30-watt-linear-lowbay-002.pdf"">50 and 30 watt linear low-bay Specification </a>",,,taxable,,1,,,0,0,,,,,0,,,,HILCLARE LIGHTING RANGE,"50 watt Linear Low bay, LED Linear Low Bay",,"https://www.derrywood.com/wp-content/uploads/2017/09/linear-low-bay.jpg, https://www.derrywood.com/wp-content/uploads/2017/09/images-of-linear-low-bay.png, https://www.derrywood.com/wp-content/uploads/2017/09/linear-low-bay-images.jpg",,,,,,,,,0,48,,30,,,,,,,
1331,simple,,30 watt Linear Low bay,1,1,visible,"30 watt Linear low bay - High Efficiency LED, Epistar 5630 SMD with aluminium housing","<a href=""http://www.derrywood.com/wp-content/uploads/2017/09/50-and-30-watt-linear-lowbay-002.pdf"">50 and 30 watt linear low-bay Specification </a>",,,taxable,,1,,,0,0,,,,,0,,,,HILCLARE LIGHTING RANGE,"30 watt linear low-bay, IP 44 Low bay, LED Linear Low Bay",,"https://www.derrywood.com/wp-content/uploads/2017/09/linear-low-bay.jpg, https://www.derrywood.com/wp-content/uploads/2017/09/images-of-linear-low-bay.png",,,,,,,,,0,148,,30,,,,,,,
1362,simple,,45 degree angled profile,1,0,visible,"LED Aluminium Profile 
\nMaterial: Anodized Aluminum Extrusion
\nCover: Milky
\nLength: 3 meter long
\nMounting: Metal Mounting Clips
\nEndcaps: Plastic endcaps
\n
\n<strong>PRICES ARE PER METER WITH MINIMUM ORDER OF 3 METERS.</strong>",,,,taxable,,1,,,0,0,,,,,0,,,,LED Strip Lighting,"45 degree profile, angled profile",,https://www.derrywood.com/wp-content/uploads/2017/09/45-degree-profile.jpg,,,,,,,,,0,23,,30,,,,,,,
1364,simple,,VP Flood Lights,1,0,visible,"10 watt LED Flood Light with corrosion proof housing and slimline design, IP65 and 90% energy saving.","<a href=""http://www.derrywood.com/wp-content/uploads/2017/09/Flood-lights-no-price.pdf"">Flood lights 10 watt </a>",,,taxable,,1,,,0,0,,,,,0,,,,HILCLARE LIGHTING RANGE,"10 watt flood light, Flood lights, LED flood lights, Vinpower Lighting",,https://www.derrywood.com/wp-content/uploads/2017/09/flood-lights-new.png,,,,,,,,,0,148,,60,,,,,,,
1387,simple,,gw62401,1,0,visible,10° ANGLED SURFACE-MOUNTING SOCKET-OUTLET - IP44 - 2P+E 16A 100-130V 50/60HZ - YELLOW - 4H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/10/62401-IP44.pdf"">62401 specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > Wall Sockets IP44,"Gewiss wall socket, gw62401, industrial wall sockets, wall sockets",,https://www.derrywood.com/wp-content/uploads/2017/10/Gw62401.jpg,,,,,,,,,0,301,,30,,,,,,,
1390,simple,,GW62404,1,0,visible,10° ANGLED SURFACE-MOUNTING SOCKET-OUTLET - IP44 - 2P+E 16A 200-250V 50/60HZ - BLUE - 6H - SCREW WIRING,"<a href=""http://www.derrywood.com/wp-content/uploads/2017/10/62404-specification.pdf"">62404 specification</a>",,,taxable,,1,,,0,0,,,,,0,,,,Gewiss Power Range > Wall Sockets IP44,"Gewiss wall socket, gw62404, IP 44 socket",,https://www.derrywood.com/wp-content/uploads/2017/10/62404.jpg,,,,,,,,,0,301,,30,,,,,,,
