id,title,status,is_featured,brand,iebg price,kellihers price,independence price,EWL price
410,GW66452,active,1,Gewiss,46.55,46.55,46.55,46.55
411,GW66453,active,1,Gewiss,50.16,50.16,50.16,50.16
412,GW66456,active,1,Gewiss,55.69,55.69,55.69,55.69
413,GW66459,active,1,Gewiss,53.37,53.37,53.37,53.37
414,GW66463,active,0,Gewiss,59.45,59.45,59.45,59.45
415,GW66464,active,1,Gewiss,65.38,65.38,65.38,65.38
416,GW66741N,active,1,Gewiss,14.95,14.95,14.95,14.95
417,GW66873,active,1,Gewiss,169.94,169.94,169.94,169.94
418,GW66874,active,1,Gewiss,179.50,179.50,179.50,179.50
419,GW66977,active,1,Gewiss,99.65,99.65,99.65,99.65
420,GW66981,active,1,Gewiss,105.79,105.79,105.79,105.79
421,GW66982,active,1,Gewiss,118.76,118.76,118.76,118.76
422,GW66985,active,0,Gewiss,120.80,120.80,120.80,120.80
423,GW66988,active,1,Gewiss,120.80,120.80,120.80,120.80
424,GW66992,active,1,Gewiss,126.26,126.26,126.26,126.26
425,GW67256N,active,1,Gewiss,105.79,105.79,105.79,105.79
426,GW67259N,active,1,Gewiss,105.79,105.79,105.79,105.79
427,GW67263N,active,0,Gewiss,116.03,116.03,116.03,116.03
428,GW67264N,active,0,Gewiss,118.76,118.76,118.76,118.76
429,GW68001N,active,1,Gewiss,24.30,24.30,24.30,24.30
430,GW68002N,active,1,Gewiss,37.40,37.40,37.40,37.40
431,GW68003N,active,1,Gewiss,42.45,42.45,42.45,42.45
432,GW68004N,active,1,Gewiss,52.35,52.35,52.35,52.35
433,GW68005N,active,1,Gewiss,57.67,57.67,57.67,57.67
434,GW68006N,active,0,Gewiss,57.67,57.67,57.67,57.67
435,GW68007N,active,1,Gewiss,66.00,66.00,66.00,66.00
436,GW68008N,active,0,Gewiss,75.76,75.76,75.76,75.76
437,GW68009N,active,1,Gewiss,75.76,75.76,75.76,75.76
438,GW68010N,active,1,Gewiss,75.76,75.76,75.76,75.76
439,GW68012N,active,1,Gewiss,91.46,91.46,91.46,91.46
440,GW68013N,active,0,Gewiss,115.34,115.34,115.34,115.34
441,GW68014N,active,1,Gewiss,115.34,115.34,115.34,115.34
442,GW68015N,active,1,Gewiss,115.34,115.34,115.34,115.34
443,GW68017N,active,0,Gewiss,19.11,19.11,19.11,19.11
444,GW68018N,active,0,Gewiss,22.25,22.25,22.25,22.25
445,GW68019N,active,0,Gewiss,47.64,47.64,47.64,47.64
446,GW68020N,active,1,Gewiss,24.30,24.30,24.30,24.30
447,GW704311,active,1,Gewiss,0.00,0.00,0.00,0.00
448,GW70431P,active,0,Gewiss,19.14,19.14,16.83,19.14
449,GW70432P,active,0,Gewiss,15.61,15.61,16.73,15.61
450,GW70433P,active,0,Gewiss,14.51,14.51,15.55,14.51
451,GW70434P,active,1,Gewiss,21.13,21.13,18.57,21.13
452,GW70435P,active,0,Gewiss,16.67,16.67,17.86,16.67
453,GW70436P,active,1,Gewiss,16.19,16.19,17.34,16.19
454,GW70437P,active,1,Gewiss,27.48,27.48,29.44,27.48
455,GW70438P,active,1,Gewiss,27.77,27.77,29.76,27.77
456,GW85004,active,1,Gewiss,0.00,0.00,0.00,0.00
457,GW90005,active,0,Gewiss,11.19,11.19,11.19,11.19
458,HILCLARE LDT FILES,active,0,Gewiss,0.00,0.00,0.00,0.00
459,ILLORA PERFORMANCE,active,1,Gewiss,0.00,0.00,0.00,0.00
460,INCA STREET LIGHT,active,1,Gewiss,0.00,0.00,0.00,0.00
461,INTELUX MOON SURFACE,active,0,Gewiss,0.00,0.00,0.00,0.00
462,INTELUX UGR <19,active,1,Gewiss,0.00,0.00,0.00,0.00
463,IZERA,active,0,Gewiss,0.00,0.00,0.00,0.00
464,JAVIER,active,0,Gewiss,0.00,0.00,0.00,0.00
469,Large Enclosure CP 5009,active,0,Gewiss,0.00,0.00,0.00,0.00
465,LED MOON RING,active,1,Gewiss,0.00,0.00,0.00,0.00
466,LED ROUND PANEL,active,0,Gewiss,0.00,0.00,0.00,0.00
467,LUCIA,active,1,Gewiss,0.00,0.00,0.00,0.00
468,LUXOMAT LC-CLICK-N200,active,0,Gewiss,0.00,0.00,0.00,0.00
470,M20 CABLE GLAND X 150 PER BOX,active,1,Gewiss,0.00,0.00,0.00,0.00
471,MANGA ANTI VANDAL FITTING,active,0,Gewiss,0.00,0.00,0.00,0.00
472,MOTION ACTIVATED LED LIGHTING,active,0,Gewiss,0.00,0.00,0.00,0.00
473,PALMA,active,1,Gewiss,0.00,0.00,0.00,0.00
474,PEND LED,active,1,Gewiss,0.00,0.00,0.00,0.00
475,POP UP SOCKETS WITH 3 OUTLETS AND 2 X USB PORTS,active,0,Gewiss,0.00,0.00,0.00,0.00
476,RADIUM 4FT LED LAMP,active,1,Gewiss,0.00,0.00,0.00,0.00
477,RADIUM 5FT LED LAMP,active,1,Gewiss,0.00,0.00,0.00,0.00
478,RGB LED KIT,active,0,Gewiss,0.00,0.00,0.00,0.00
479,RGB WIRELESS WALL PANEL,active,0,Gewiss,0.00,0.00,0.00,0.00
480,RGBW 4 CHANNEL CONTROLLER,active,0,Gewiss,0.00,0.00,0.00,0.00
481,RUBY DOWN LIGHTS,active,0,Gewiss,0.00,0.00,0.00,0.00
482,SANCHA LED STREET LIGHT,active,1,Gewiss,0.00,0.00,0.00,0.00
483,SINGLE T8 LIGHTING FIXTURE WITH RADIUM LED,active,0,Gewiss,0.00,0.00,0.00,0.00
484,SMART 4 LED LIGHTING,active,1,Gewiss,0.00,0.00,0.00,0.00
485,TUBULAR HIGH TEMP,active,0,Gewiss,0.00,0.00,0.00,0.00
486,VP FLOOD LIGHTS,active,1,Gewiss,0.00,0.00,0.00,0.00
487,VP1302,active,0,Vinpower,2.50,2.50,2.50,2.50
488,VP1304,active,1,Vinpower,4.00,4.00,4.00,4.00
489,VP30001,active,1,Vinpower,1.50,1.20,1.50,1.50
490,VP30012,active,1,Vinpower,3.46,3.46,3.46,3.46
491,VP30015,active,1,Vinpower,3.46,3.46,3.46,3.46
492,VP30019,active,1,Vinpower,4.11,4.11,4.11,4.11
493,VP30020,active,1,Vinpower,4.58,4.58,4.58,4.58
494,VP30026,active,1,Vinpower,2.5,2.50,2.50,2.5
495,VP30004,active,0,Vinpower,1.50,1.20,1.50,1.50
496,VP30008,active,0,Vinpower,2.50,2.30,2.50,2.50
497,VP30009,active,0,Vinpower,3.00,2.50,3.00,3.00
498,VP32026,active,1,Vinpower,2.75,2.75,2.75,2.75
499,VP32227,active,0,Vinpower,2.96,2.96,2.96,2.96
500,VP32238,active,1,Vinpower,4.48,4.48,4.48,4.48
501,VP32243,active,1,Vinpower,5.62,5.62,5.62,5.62
502,VP32426,active,0,Vinpower,5.50,5.50,5.50,5.50
503,VP32499,active,1,Vinpower,5.89,5.89,5.89,5.89
504,VP32511,active,1,Vinpower,7.32,7.00,7.32,7.32
505,VP32516,active,1,Vinpower,8.50,8.20,8.50,8.50
506,VP36201,active,0,Vinpower,28.00,28.00,28.00,28.00
507,VP36204,active,0,Vinpower,25.00,25.00,25.00,25.00
508,VP36208,active,0,Vinpower,29.70,29.70,29.70,29.70
509,VP36209,active,1,Vinpower,29.00,29.00,29.00,29.00
510,VP36212,active,1,Vinpower,32.34,32.34,32.34,32.34
511,VP36215,active,0,Vinpower,29.86,29.86,29.86,29.86
512,VP36219,active,0,Vinpower,31.25,31.25,31.25,31.25
513,VP36220,active,1,Vinpower,33.60,33.60,33.60,33.60
514,ZONE 2 HIGH IP TUBULAR FITTING,active,1,Gewiss,0.00,0.00,0.00,0.00
