product_model,product_link,image_found,pdf_found,desc_found
GW62458,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-bts-range-extra-low-voltage-plugs-and-socket-outlets-iec-309-standard/GW62458,False,False,False
GW62459,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-bts-range-extra-low-voltage-plugs-and-socket-outlets-iec-309-standard/GW62459,True,True,False
GW62423,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62423,True,True,False
GW62426,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62426,True,True,False
GW62430,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62430,True,True,False
GW62431,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62431,True,True,False
GW62434,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62434,False,False,False
GW62437,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62437,True,True,False
GW62441,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62441,True,True,False
GW62442,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62442,True,True,False
GW63445,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW63445,True,True,False
GW63448,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW63448,True,True,False
GW63449,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW63449,True,True,False
GW63450,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW63450,True,True,False
GW63452,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW63452,True,True,False
GW63453,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW63453,True,True,False
GW62474,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62474,True,True,False
GW62477,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62477,True,True,False
GW62481,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62481,True,True,False
GW62482,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62482,True,True,False
GW62485,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62485,True,True,False
GW62488,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62488,True,True,False
GW62492,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62492,True,True,False
GW62493,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62493,True,True,False
GW62496,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62496,True,True,False
GW62499,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62499,True,True,False
GW62504,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62504,True,True,False
GW62505,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62505,True,True,False
GW62508,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62508,True,True,False
GW62511,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62511,True,True,False
GW62515,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62515,True,True,False
GW62516,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62516,True,True,False
GW63519,,False,False,False
GW63522,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW63522,True,True,False
GW63526,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW63526,True,True,False
GW63527,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW63527,True,True,False
GW62534,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62534,True,True,False
GW62535,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-hp-range-plugs-and-socket-outlets-iec-309-standards/GW62535,True,True,False
GW64008,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-ma-range-multiple-sockets-and-adaptor-for-industrial-and-domestic-uses-protected-and-watertight/GW64008,True,True,False
GW64010,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-ma-range-multiple-sockets-and-adaptor-for-industrial-and-domestic-uses-protected-and-watertight/GW64010,True,True,False
GW64013,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-ma-range-multiple-sockets-and-adaptor-for-industrial-and-domestic-uses-protected-and-watertight/GW64013,False,False,False
GW64014,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-ma-range-multiple-sockets-and-adaptor-for-industrial-and-domestic-uses-protected-and-watertight/GW64014,True,True,False
GW64022,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-ma-range-multiple-sockets-and-adaptor-for-industrial-and-domestic-uses-protected-and-watertight/GW64022,True,True,False
GW64024,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-ma-range-multiple-sockets-and-adaptor-for-industrial-and-domestic-uses-protected-and-watertight/GW64024,True,True,False
GW64027,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-ma-range-multiple-sockets-and-adaptor-for-industrial-and-domestic-uses-protected-and-watertight/GW64027,True,True,False
GW64028,,False,False,False
GW64068,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-ma-range-multiple-sockets-and-adaptor-for-industrial-and-domestic-uses-protected-and-watertight/GW64068,True,True,False
GW64050,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-ma-range-multiple-sockets-and-adaptor-for-industrial-and-domestic-uses-protected-and-watertight/GW64050,True,True,False
GW64052,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-ma-range-multiple-sockets-and-adaptor-for-industrial-and-domestic-uses-protected-and-watertight/GW64052,True,True,False
GW64055,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-ma-range-multiple-sockets-and-adaptor-for-industrial-and-domestic-uses-protected-and-watertight/GW64055,True,True,False
GW64056,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-ma-range-multiple-sockets-and-adaptor-for-industrial-and-domestic-uses-protected-and-watertight/GW64056,True,True,False
GW64204,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/iec-309-ma-range-multiple-sockets-and-adaptor-for-industrial-and-domestic-uses-protected-and-watertight/GW64204,True,True,False
GW66445,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66445,True,True,False
GW66448,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66448,True,True,False
GW66452,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66452,True,True,False
GW66453,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66453,True,True,False
GW66456,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66456,True,True,False
GW66459,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66459,True,True,False
GW66463,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66463,True,True,False
GW66464,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66464,True,True,False
GW66201N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66201N,False,False,False
GW66204N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66204N,True,True,False
GW66208N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66208N,True,True,False
GW66209N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66209N,True,True,False
GW66212N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66212N,True,True,False
GW66215N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66215N,True,True,False
GW66219N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66219N,True,True,False
GW66220N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66220N,True,True,False
GW67256N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW67256N,True,True,False
GW67259N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW67259N,False,False,False
GW67263N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW67263N,True,True,False
GW67264N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW67264N,True,True,False
GW66741N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66741N,True,True,False
GW66742N,,False,False,False
GW66977,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66977,True,True,False
GW66981,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66981,True,True,False
GW66982,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66982,True,True,False
GW66985,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66985,True,True,False
GW66988,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66988,True,True,False
GW66992,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66992,True,True,False
GW66993,,False,False,False
GW66873,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66873,True,True,False
GW66874,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW66874,True,True,False
GW70431P,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/70-rt-hp-range-rotary-isolator/GW70431P,False,False,False
GW70432P,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/70-rt-hp-range-rotary-isolator/GW70432P,True,True,False
GW70433P,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/70-rt-hp-range-rotary-isolator/GW70433P,True,True,False
GW70434P,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/70-rt-hp-range-rotary-isolator/GW70434P,True,True,False
GW70435P,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/70-rt-hp-range-rotary-isolator/GW70435P,True,True,False
GW70436P,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/70-rt-hp-range-rotary-isolator/GW70436P,True,True,False
GW70437P,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/70-rt-hp-range-rotary-isolator/GW70437P,True,True,False
GW70438P,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/70-rt-hp-range-rotary-isolator/GW70438P,True,True,False
GW68017N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/68-q-din-range-distribution-boards/GW68017N,True,True,False
GW68018N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/68-q-din-range-distribution-boards/GW68018N,True,True,False
GW68001N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/68-q-din-range-distribution-boards/GW68001N,True,True,False
GW68020N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/68-q-din-range-distribution-boards/GW68020N,True,True,False
GW68002N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/68-q-din-range-distribution-boards/GW68002N,True,True,False
GW68003N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/68-q-din-range-distribution-boards/GW68003N,True,True,False
GW68019N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW68019N,True,True,False
GW68004N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/68-q-din-range-distribution-boards/GW68004N,True,True,False
GW68005N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/68-q-din-range-distribution-boards/GW68005N,True,True,False
GW68006N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW68006N,True,True,False
GW68007N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/68-q-din-range-distribution-boards/GW68007N,True,True,False
GW68008N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/68-q-din-range-distribution-boards/GW68008N,True,True,False
GW68009N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW68009N,True,True,False
GW68010N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW68010N,True,True,False
GW68012N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/68-q-din-range-distribution-boards/GW68012N,True,True,False
GW68013N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/68-q-din-range-distribution-boards/GW68013N,False,False,False
GW68014N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW68014N,True,True,False
GW68015N,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW68015N,False,False,False
GW27401,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/domotics/27-combi-range-wall-mounting-enclosures-and-modular-components/GW27401,True,True,False
GW26410,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/domotics/system---domestic-range-plates/GW26410,True,True,False
GW20208,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/domotics/system---domestic-range-modular-devices/GW20208,True,True,False
GW44024,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44024,True,True,False
GW44026,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44026,True,True,False
GW44001,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44001,True,True,False
GW44002,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44002,True,True,False
GW44003,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44003,True,True,False
GW44004,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44004,True,True,False
GW44005,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44005,True,True,False
GW44006,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44006,True,True,False
GW44007,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44007,True,True,False
GW44008,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44008,True,True,False
GW44009,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44009,False,False,False
GW44010,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44010,True,True,False
GW44011,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44011,True,True,False
GW44234,,False,False,False
GW44236,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44236,True,True,False
GW44204,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44204,True,True,False
GW44205,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44205,True,True,False
GW44206,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44206,True,True,False
GW44207,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44207,True,True,False
GW44208,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44208,True,True,False
GW44209,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44209,True,True,False
GW44210,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44210,True,True,False
GW44211,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44211,True,True,False
GW44214,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44214,True,True,False
GW44215,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44215,True,True,False
GW44216,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44216,True,True,False
GW44217,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44217,False,False,False
GW44218,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44218,True,True,False
GW44219,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44219,True,True,False
GW44220,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44220,True,True,False
GW44221,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44221,True,True,False
GW44426,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44426,True,True,False
GW44427,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44427,True,True,False
GW44428,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44428,True,True,False
GW44429,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44429,True,True,False
GW44430,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44430,True,True,False
GW44431,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44431,True,True,False
GW44436,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44436,False,False,False
GW44437,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44437,True,True,False
GW44438,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44438,True,True,False
GW44439,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44439,True,True,False
GW44440,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44440,True,True,False
GW44441,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44441,True,True,False
GW44051,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44051R,True,True,False
GW44053,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44053R,True,True,False
GW44054,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44054R,True,True,False
GW44056,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44056R,True,True,False
GW44057,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44057,True,True,False
GW44058,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44058,True,True,False
GW44615,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44615,True,True,False
GW44616,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44616,True,True,False
GW44617,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44617,True,True,False
GW44618,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44618,True,True,False
GW44619,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW44619,True,True,False
GW44621,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/ib-range-interlocked-socket-outlets-iec-309-standards/GW44621,True,True,False
GW50428,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW50428,True,True,False
GW50429,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW50429,True,True,False
GW50430,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW50430,True,True,False
GW50431,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW50431,True,True,False
GW50432,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/44-ce-range-technopolymer-surface-mounting-watertight-junction-boxes/GW50432,True,True,False
GW40101,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40101,True,True,False
